,cell name,mouse,sex,stress,RMP,IR,adaptation,latency,isi_cv,mean_isi,FR_20,FR_40,FR_60,FR_80,FR_100,FR_120,FR_140,FR_160,FR_180,FR_200
0,m114 s2c2,758-L,female,naive,-77.7315017883837,1339.4352538183907,0.05341796470944042,0.5876198571833354,0.23734420565269299,0.04693543913281215,0.0,0.0,0.0,2.6666666666666665,11.333333333333334,17.333333333333332,22.666666666666668,26.666666666666668,29.333333333333332,32.666666666666664
0,m114 s2c3,758-L,female,naive,-55.12224651973135,235.18802239987247,0.053382197313151185,0.5225546991635295,0.21521114588237217,0.03948171089194807,0.6666666666666666,9.333333333333334,14.666666666666666,21.333333333333332,27.333333333333332,30.0,24.666666666666668,16.0,12.0,11.333333333333334
0,m114 s2c1,758-L,female,naive,-75.06248551190447,261.82644130555974,0.018026850999102628,0.6109055452772638,0.09823560043573491,0.041078579063540815,0.0,0.0,0.0,2.6666666666666665,12.0,20.0,24.666666666666668,28.666666666666668,32.0,34.0
0,m323 s3c2 + (mz_s1c2),611-323,male,stress,-70.78549086341215,258.9550075330918,-0.024301093180932248,0.5966020523248384,0.13558786482784205,0.05161475694127326,0.0,0.0,0.0,0.0,8.0,13.333333333333334,18.0,22.666666666666668,27.333333333333332,30.666666666666668
0,m323 s1c1 +,611-323,male,stress,-59.92726373992942,470.3326384533907,0.07505630180024168,0.5224226728577808,0.21635344823469302,0.02918897471125082,2.0,16.0,27.333333333333332,22.0,12.666666666666666,8.666666666666666,8.0,8.0,8.0,6.0
0,m323 s2c1 +,611-323,male,stress,-51.872756452134716,384.48156769124824,0.028441198091255074,0.5496624831241562,0.13873718360642848,0.031152877805210418,17.5,28.5,25.5,26.0,22.5,19.5,17.0,14.5,13.0,11.0
0,m323 s1c3 +,611-323,male,stress,-59.941697623570725,298.00615742758407,0.03435697899471285,0.5339150678464155,0.19809974129760816,0.05805288542894464,0.0,0.6666666666666666,4.333333333333333,8.0,12.333333333333334,18.333333333333332,24.0,28.0,32.333333333333336,34.666666666666664
0,m323 s1c2 +,611-323,male,stress,-66.62558226200144,281.422071358253,0.055701493559918734,0.5192971187020888,0.2461841610105831,0.05497603205904317,0.0,2.2857142857142856,4.857142857142857,8.285714285714286,10.857142857142858,13.142857142857142,15.142857142857142,17.142857142857142,16.0,14.857142857142858
0,m113 s3c1,757-L,male,naive,-49.64705968126116,204.74769187620018,0.03496489751009983,0.5355537007619611,0.17771037999232395,0.05331416030622755,0.0,3.3333333333333335,8.666666666666666,14.666666666666666,18.666666666666668,23.333333333333332,28.666666666666668,32.0,36.0,40.0
0,m113 s4c2,757-L,male,naive,-63.09521320508381,156.0250595906483,0.02054053601627966,0.6250550622769233,0.07315633253438175,0.07838304288951822,0.0,0.0,0.0,3.3333333333333335,7.333333333333333,10.666666666666666,13.333333333333334,16.666666666666668,19.333333333333332,21.333333333333332
0,m113 s1c2,757-L,male,naive,-61.14395462729522,261.1327068438027,0.18864108991840187,0.5170925212927313,0.1624222010570893,0.042517866634072435,0.0,0.0,0.0,2.0,4.0,5.333333333333333,6.0,6.666666666666667,6.0,6.666666666666667
0,m113 s2c1,757-L,male,naive,-78.94461220448794,173.64131858241174,0.05677866734259313,0.663933196659833,0.16798163940178343,0.06847182636909623,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.666666666666667,11.333333333333334,14.666666666666666,16.666666666666668
0,m113 s4c1,757-L,male,naive,-68.23118359229298,143.51769149257674,0.03425101541344738,0.6027501375068753,0.07687970367118364,0.1628558094571395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,10.0
0,m113 s2c2,757-L,male,naive,-83.56289610547404,290.8681202075359,0.006241080475822586,0.6895799335421317,0.046165354740772144,0.09931729919829324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,9.333333333333334,13.333333333333334
0,m113 s1c1,757-L,male,naive,-55.77752049727105,238.11081988629203,0.001575563933599886,0.5550721980543472,0.04761049103938605,0.041297932740825744,0.0,7.333333333333333,17.333333333333332,24.666666666666668,26.666666666666668,29.333333333333332,34.666666666666664,36.666666666666664,37.333333333333336,38.666666666666664
