cell.name,mouse,sex,stress,RMP,adaptation,latency,FR_20,FR_40,FR_60,FR_80,FR_100,FR_120,FR_140,FR_160,FR_180,FR_200,cluster
m323 s1c3 +,611-323,male,stress,0.564156617656008,-0.344119776084038,-0.460144591217297,-0.360709323073022,-0.597161340196537,-0.462839570962096,-0.418401004478697,-0.297314030297231,0.0120409131567883,0.29870632178502,0.47751942873412,0.65300017301763,0.698267128401114,3
m323 s1c2 +,611-323,male,stress,-0.181843875245305,-0.0723901579792525,-0.773488890104123,-0.360709323073022,-0.354077410938908,-0.404159296589764,-0.390131710101882,-0.438949206337554,-0.453424386723949,-0.443220544890296,-0.383371129932565,-0.532434091877418,-0.642879302896696,3
m113 s3c1,757-L,male,naive,1.71315983878381,-0.336380576135485,-0.425019535234066,-0.360709323073022,-0.19678780965456,0.022606335209013,0.241215864313637,0.310346563682221,0.460424917629058,0.68961402573223,0.794689634558688,0.919118069218559,1.05934501375052,1
m113 s4c2,757-L,male,naive,0.21218702131464,-0.52001212362968,1.49349455292081,-0.360709323073022,-0.697254722832031,-0.948285477133205,-0.88013281263333,-0.777046078175745,-0.675481227034025,-0.594797001522887,-0.421129487768823,-0.290508731694755,-0.204427584972412,3
m113 s1c2,757-L,male,naive,0.429970531885518,1.62001777377014,-0.820745726390967,-0.360709323073022,-0.697254722832031,-0.948285477133205,-1.0120561863918,-1.09686744342809,-1.15375749847111,-1.20908053629707,-1.21405500233024,-1.25821017242541,-1.19739176968329,2
m113 s2c1,757-L,male,naive,-1.55679316092278,-0.0586770318407112,2.32687012701553,-0.360709323073022,-0.697254722832031,-0.948285477133205,-1.2099412470295,-1.4806530817309,-1.57224923597856,-1.15323657859033,-0.844023095534914,-0.629204235950483,-0.520370734653146,3
m113 s4c1,757-L,male,naive,-0.361047953202238,-0.345468761716029,1.01537543068357,-0.360709323073022,-0.697254722832031,-0.948285477133205,-1.2099412470295,-1.4806530817309,-1.6320337699082,-1.71167615565777,-1.74267201203786,-1.50013553260807,-0.97171809133991,3
m113 s2c2,757-L,male,naive,-2.07224820733165,-0.702053536717084,2.87662294854848,-0.360709323073022,-0.697254722832031,-0.948285477133205,-1.2099412470295,-1.4806530817309,-1.6320337699082,-1.54414428253754,-1.266916703301,-1.01628481224274,-0.746044412996528,3
m113 s1c1,757-L,male,naive,1.02892798293159,-0.761448611006866,-0.0066291174660026,-0.360709323073022,0.403772486158404,0.993498147551231,1.23064116750214,1.07791784028784,0.998485722995782,1.19220964509293,1.16472154135402,1.01588821329162,0.969075542413172,1
m021 s2c4 +,608-021,male,naive,-63.73156317271763,,0.5272739827467563,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2
m009 s1c1 +,607-009,male,stress,,0.04404545157966062,0.6212882072675062,0.0,0.0,0.6666666666666666,2.0,2.6666666666666665,3.3333333333333335,4.0,6.0,6.666666666666667,8.0,3
