projection,gene,count
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,8
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,11
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,23
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,18
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,8
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,39
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,26
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,37
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,12
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,15
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,77
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,15
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,30
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,40
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,17
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,17
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,12
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,13
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,24
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,47
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,21
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,60
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,32
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,19
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,26
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,13
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,18
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,18
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,13
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,15
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,12
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,13
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,38
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,21
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,24
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,27
BNST (Dlk1+),Kcnq3,8
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,7
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,4
BNST (Dlk1+),Kcnq3,8
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,20
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,27
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,11
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,3
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,2
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,16
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,19
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,19
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,6
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,13
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,11
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,5
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,9
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,14
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,1
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,11
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq3,10
BNST (Dlk1+),Kcnq3,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,23
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,17
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,5
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,14
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,15
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,34
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,15
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,10
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,28
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,21
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,16
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,7
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,22
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
