,cell name,current,proj,stress,mouse,drug type,drug state,firing rate,sweep
996,m111 s3c4,120,SNL,naive,756-L,,baseline,0.0,1088.3333333333333
997,m111 s3c4,140,SNL,naive,756-L,,baseline,2.0,1089.3333333333333
998,m111 s3c4,160,SNL,naive,756-L,,baseline,5.333333333333333,1090.3333333333333
999,m111 s3c4,180,SNL,naive,756-L,,baseline,8.666666666666666,1091.3333333333333
1000,m111 s3c4,200,SNL,naive,756-L,,baseline,12.666666666666666,1092.3333333333333
1001,m112 s1c1,0,SNL,stress,751-L,,baseline,0.0,56.0
1002,m112 s1c1,20,SNL,stress,751-L,,baseline,8.0,57.0
1003,m112 s1c1,40,SNL,stress,751-L,,baseline,17.333333333333332,58.0
1004,m112 s1c1,60,SNL,stress,751-L,,baseline,24.666666666666668,59.0
1005,m112 s1c1,80,SNL,stress,751-L,,baseline,30.0,60.0
1006,m112 s1c1,100,SNL,stress,751-L,,baseline,33.333333333333336,61.0
1007,m112 s1c1,120,SNL,stress,751-L,,baseline,35.333333333333336,62.0
1008,m112 s1c1,140,SNL,stress,751-L,,baseline,35.333333333333336,63.0
1009,m112 s1c1,160,SNL,stress,751-L,,baseline,30.666666666666668,64.0
1010,m112 s1c1,180,SNL,stress,751-L,,baseline,26.0,65.0
1011,m112 s1c1,200,SNL,stress,751-L,,baseline,20.666666666666668,66.0
1012,m112 s2c1,0,SNL,stress,751-L,,baseline,0.0,185.0
1013,m112 s2c1,20,SNL,stress,751-L,,baseline,0.0,186.0
1014,m112 s2c1,40,SNL,stress,751-L,,baseline,0.0,187.0
1015,m112 s2c1,60,SNL,stress,751-L,,baseline,0.0,188.0
1016,m112 s2c1,80,SNL,stress,751-L,,baseline,0.0,189.0
1017,m112 s2c1,100,SNL,stress,751-L,,baseline,0.6666666666666666,190.0
1018,m112 s2c1,120,SNL,stress,751-L,,baseline,5.333333333333333,191.0
1019,m112 s2c1,140,SNL,stress,751-L,,baseline,9.333333333333334,192.0
1020,m112 s2c1,160,SNL,stress,751-L,,baseline,12.0,193.0
1021,m112 s2c1,180,SNL,stress,751-L,,baseline,16.0,194.0
1022,m112 s2c1,200,SNL,stress,751-L,,baseline,17.333333333333332,195.0
1023,m112 s2c2,0,SNL,stress,751-L,,baseline,0.0,313.0
1024,m112 s2c2,20,SNL,stress,751-L,,baseline,0.0,314.0
1025,m112 s2c2,40,SNL,stress,751-L,,baseline,9.0,315.0
1026,m112 s2c2,60,SNL,stress,751-L,,baseline,18.0,316.0
1027,m112 s2c2,80,SNL,stress,751-L,,baseline,25.0,317.0
1028,m112 s2c2,100,SNL,stress,751-L,,baseline,30.0,318.0
1029,m112 s2c2,120,SNL,stress,751-L,,baseline,37.0,319.0
1030,m112 s2c2,140,SNL,stress,751-L,,baseline,45.0,320.0
1031,m112 s2c2,160,SNL,stress,751-L,,baseline,49.0,321.0
1032,m112 s2c2,180,SNL,stress,751-L,,baseline,54.0,322.0
1033,m112 s2c2,200,SNL,stress,751-L,,baseline,58.0,323.0
1034,m112 s3c1,0,SNL,stress,751-L,,baseline,0.0,386.0
1035,m112 s3c1,20,SNL,stress,751-L,,baseline,5.333333333333333,387.0
1036,m112 s3c1,40,SNL,stress,751-L,,baseline,18.0,388.0
1037,m112 s3c1,60,SNL,stress,751-L,,baseline,27.333333333333332,389.0
1038,m112 s3c1,80,SNL,stress,751-L,,baseline,31.333333333333332,390.0
1039,m112 s3c1,100,SNL,stress,751-L,,baseline,34.0,391.0
1040,m112 s3c1,120,SNL,stress,751-L,,baseline,31.333333333333332,392.0
1041,m112 s3c1,140,SNL,stress,751-L,,baseline,23.333333333333332,393.0
1042,m112 s3c1,160,SNL,stress,751-L,,baseline,15.333333333333334,394.0
1043,m112 s3c1,180,SNL,stress,751-L,,baseline,10.666666666666666,395.0
1044,m112 s3c1,200,SNL,stress,751-L,,baseline,8.666666666666666,396.0
1045,m112 s3c2,0,SNL,stress,751-L,,baseline,0.0,486.0
1046,m112 s3c2,20,SNL,stress,751-L,,baseline,0.0,487.0
1047,m112 s3c2,40,SNL,stress,751-L,,baseline,3.0,488.0
1048,m112 s3c2,60,SNL,stress,751-L,,baseline,15.0,489.0
1049,m112 s3c2,80,SNL,stress,751-L,,baseline,24.0,490.0
1050,m112 s3c2,100,SNL,stress,751-L,,baseline,27.0,491.0
1051,m112 s3c2,120,SNL,stress,751-L,,baseline,27.0,492.0
1052,m112 s3c2,140,SNL,stress,751-L,,baseline,29.0,493.0
1053,m112 s3c2,160,SNL,stress,751-L,,baseline,30.0,494.0
1054,m112 s3c2,180,SNL,stress,751-L,,baseline,26.0,495.0
1055,m112 s3c2,200,SNL,stress,751-L,,baseline,22.0,496.0
1056,m112 s3c3,0,SNL,stress,751-L,,baseline,0.0,627.6666666666666
1057,m112 s3c3,20,SNL,stress,751-L,,baseline,0.0,628.6666666666666
1058,m112 s3c3,40,SNL,stress,751-L,,baseline,0.0,629.6666666666666
1059,m112 s3c3,60,SNL,stress,751-L,,baseline,0.0,630.6666666666666
1060,m112 s3c3,80,SNL,stress,751-L,,baseline,0.6666666666666666,631.6666666666666
1061,m112 s3c3,100,SNL,stress,751-L,,baseline,4.0,632.6666666666666
1062,m112 s3c3,120,SNL,stress,751-L,,baseline,8.0,633.6666666666666
1063,m112 s3c3,140,SNL,stress,751-L,,baseline,10.0,634.6666666666666
1064,m112 s3c3,160,SNL,stress,751-L,,baseline,14.666666666666666,635.6666666666666
1065,m112 s3c3,180,SNL,stress,751-L,,baseline,17.333333333333332,636.6666666666666
1066,m112 s3c3,200,SNL,stress,751-L,,baseline,21.333333333333332,637.6666666666666
1067,m112 s3c4,0,SNL,stress,751-L,,baseline,0.0,738.0
1068,m112 s3c4,20,SNL,stress,751-L,,baseline,2.0,739.0
1069,m112 s3c4,40,SNL,stress,751-L,,baseline,12.0,740.0
1070,m112 s3c4,60,SNL,stress,751-L,,baseline,22.666666666666668,741.0
1071,m112 s3c4,80,SNL,stress,751-L,,baseline,32.0,742.0
1072,m112 s3c4,100,SNL,stress,751-L,,baseline,37.333333333333336,743.0
1073,m112 s3c4,120,SNL,stress,751-L,,baseline,44.666666666666664,744.0
1074,m112 s3c4,140,SNL,stress,751-L,,baseline,48.666666666666664,745.0
1075,m112 s3c4,160,SNL,stress,751-L,,baseline,53.333333333333336,746.0
1076,m112 s3c4,180,SNL,stress,751-L,,baseline,57.333333333333336,747.0
1077,m112 s3c4,200,SNL,stress,751-L,,baseline,60.0,748.0
1078,m112 s4c1,0,SNL,stress,751-L,,baseline,0.0,856.0
1079,m112 s4c1,20,SNL,stress,751-L,,baseline,0.0,857.0
1080,m112 s4c1,40,SNL,stress,751-L,,baseline,0.0,858.0
1081,m112 s4c1,60,SNL,stress,751-L,,baseline,0.6666666666666666,859.0
1082,m112 s4c1,80,SNL,stress,751-L,,baseline,4.0,860.0
1083,m112 s4c1,100,SNL,stress,751-L,,baseline,10.666666666666666,861.0
1084,m112 s4c1,120,SNL,stress,751-L,,baseline,18.666666666666668,862.0
1085,m112 s4c1,140,SNL,stress,751-L,,baseline,25.333333333333332,863.0
1086,m112 s4c1,160,SNL,stress,751-L,,baseline,31.333333333333332,864.0
1087,m112 s4c1,180,SNL,stress,751-L,,baseline,38.0,865.0
1088,m112 s4c1,200,SNL,stress,751-L,,baseline,41.333333333333336,866.0
1089,m112 s4c2,0,SNL,stress,751-L,,baseline,0.0,951.6666666666666
1090,m112 s4c2,20,SNL,stress,751-L,,baseline,0.0,952.6666666666666
1091,m112 s4c2,40,SNL,stress,751-L,,baseline,0.0,953.6666666666666
1092,m112 s4c2,60,SNL,stress,751-L,,baseline,0.0,954.6666666666666
1093,m112 s4c2,80,SNL,stress,751-L,,baseline,0.0,955.6666666666666
1094,m112 s4c2,100,SNL,stress,751-L,,baseline,0.0,956.6666666666666
1095,m112 s4c2,120,SNL,stress,751-L,,baseline,2.6666666666666665,957.6666666666666
1096,m112 s4c2,140,SNL,stress,751-L,,baseline,4.666666666666667,958.6666666666666
1097,m112 s4c2,160,SNL,stress,751-L,,baseline,9.333333333333334,959.6666666666666
1098,m112 s4c2,180,SNL,stress,751-L,,baseline,14.666666666666666,960.6666666666666
1099,m112 s4c2,200,SNL,stress,751-L,,baseline,20.0,961.6666666666666
1100,m113 s1c1,0,SNL,naive,757-L,,baseline,0.0,41.0
1101,m113 s1c1,20,SNL,naive,757-L,,baseline,0.0,42.0
1102,m113 s1c1,40,SNL,naive,757-L,,baseline,7.333333333333333,43.0
1103,m113 s1c1,60,SNL,naive,757-L,,baseline,17.333333333333332,44.0
1104,m113 s1c1,80,SNL,naive,757-L,,baseline,24.666666666666668,45.0
1105,m113 s1c1,100,SNL,naive,757-L,,baseline,26.666666666666668,46.0
1106,m113 s1c1,120,SNL,naive,757-L,,baseline,29.333333333333332,47.0
1107,m113 s1c1,140,SNL,naive,757-L,,baseline,34.666666666666664,48.0
1108,m113 s1c1,160,SNL,naive,757-L,,baseline,36.666666666666664,49.0
1109,m113 s1c1,180,SNL,naive,757-L,,baseline,37.333333333333336,50.0
1110,m113 s1c1,200,SNL,naive,757-L,,baseline,38.666666666666664,51.0
1111,m113 s1c2,0,SNL,naive,757-L,,baseline,0.0,159.0
1112,m113 s1c2,20,SNL,naive,757-L,,baseline,0.0,160.0
1113,m113 s1c2,40,SNL,naive,757-L,,baseline,0.0,161.0
1114,m113 s1c2,60,SNL,naive,757-L,,baseline,0.0,162.0
1115,m113 s1c2,80,SNL,naive,757-L,,baseline,2.0,163.0
1116,m113 s1c2,100,SNL,naive,757-L,,baseline,4.0,164.0
1117,m113 s1c2,120,SNL,naive,757-L,,baseline,5.333333333333333,165.0
1118,m113 s1c2,140,SNL,naive,757-L,,baseline,6.0,166.0
1119,m113 s1c2,160,SNL,naive,757-L,,baseline,6.666666666666667,167.0
1120,m113 s1c2,180,SNL,naive,757-L,,baseline,6.0,168.0
1121,m113 s1c2,200,SNL,naive,757-L,,baseline,6.666666666666667,169.0
1122,m113 s2c1,0,SNL,naive,757-L,,baseline,0.0,338.0
1123,m113 s2c1,20,SNL,naive,757-L,,baseline,0.0,339.0
1124,m113 s2c1,40,SNL,naive,757-L,,baseline,0.0,340.0
1125,m113 s2c1,60,SNL,naive,757-L,,baseline,0.0,341.0
1126,m113 s2c1,80,SNL,naive,757-L,,baseline,0.0,342.0
1127,m113 s2c1,100,SNL,naive,757-L,,baseline,0.0,343.0
1128,m113 s2c1,120,SNL,naive,757-L,,baseline,0.6666666666666666,344.0
1129,m113 s2c1,140,SNL,naive,757-L,,baseline,6.666666666666667,345.0
1130,m113 s2c1,160,SNL,naive,757-L,,baseline,11.333333333333334,346.0
1131,m113 s2c1,180,SNL,naive,757-L,,baseline,14.666666666666666,347.0
1132,m113 s2c1,200,SNL,naive,757-L,,baseline,16.666666666666668,348.0
1133,m113 s2c2,0,SNL,naive,757-L,,baseline,0.0,434.0
1134,m113 s2c2,20,SNL,naive,757-L,,baseline,0.0,435.0
1135,m113 s2c2,40,SNL,naive,757-L,,baseline,0.0,436.0
1136,m113 s2c2,60,SNL,naive,757-L,,baseline,0.0,437.0
1137,m113 s2c2,80,SNL,naive,757-L,,baseline,0.0,438.0
1138,m113 s2c2,100,SNL,naive,757-L,,baseline,0.0,439.0
1139,m113 s2c2,120,SNL,naive,757-L,,baseline,0.0,440.0
1140,m113 s2c2,140,SNL,naive,757-L,,baseline,2.0,441.0
1141,m113 s2c2,160,SNL,naive,757-L,,baseline,6.0,442.0
1142,m113 s2c2,180,SNL,naive,757-L,,baseline,9.333333333333334,443.0
1143,m113 s2c2,200,SNL,naive,757-L,,baseline,13.333333333333334,444.0
1144,m113 s3c1,0,SNL,naive,757-L,,baseline,0.0,510.0
1145,m113 s3c1,20,SNL,naive,757-L,,baseline,0.0,511.0
1146,m113 s3c1,40,SNL,naive,757-L,,baseline,3.3333333333333335,512.0
1147,m113 s3c1,60,SNL,naive,757-L,,baseline,8.666666666666666,513.0
1148,m113 s3c1,80,SNL,naive,757-L,,baseline,14.666666666666666,514.0
1149,m113 s3c1,100,SNL,naive,757-L,,baseline,18.666666666666668,515.0
1150,m113 s3c1,120,SNL,naive,757-L,,baseline,23.333333333333332,516.0
1151,m113 s3c1,140,SNL,naive,757-L,,baseline,28.666666666666668,517.0
1152,m113 s3c1,160,SNL,naive,757-L,,baseline,32.0,518.0
1153,m113 s3c1,180,SNL,naive,757-L,,baseline,36.0,519.0
1154,m113 s3c1,200,SNL,naive,757-L,,baseline,40.0,520.0
1155,m113 s4c1,0,SNL,naive,757-L,,baseline,0.0,687.0
1156,m113 s4c1,20,SNL,naive,757-L,,baseline,0.0,688.0
1157,m113 s4c1,40,SNL,naive,757-L,,baseline,0.0,689.0
1158,m113 s4c1,60,SNL,naive,757-L,,baseline,0.0,690.0
1159,m113 s4c1,80,SNL,naive,757-L,,baseline,0.0,691.0
1160,m113 s4c1,100,SNL,naive,757-L,,baseline,0.0,692.0
1161,m113 s4c1,120,SNL,naive,757-L,,baseline,0.0,693.0
1162,m113 s4c1,140,SNL,naive,757-L,,baseline,0.0,694.0
1163,m113 s4c1,160,SNL,naive,757-L,,baseline,0.0,695.0
1164,m113 s4c1,180,SNL,naive,757-L,,baseline,2.6666666666666665,696.0
1165,m113 s4c1,200,SNL,naive,757-L,,baseline,10.0,697.0
1166,m113 s4c2,0,SNL,naive,757-L,,baseline,0.0,802.6666666666666
1167,m113 s4c2,20,SNL,naive,757-L,,baseline,0.0,803.6666666666666
1168,m113 s4c2,40,SNL,naive,757-L,,baseline,0.0,804.6666666666666
1169,m113 s4c2,60,SNL,naive,757-L,,baseline,0.0,805.6666666666666
1170,m113 s4c2,80,SNL,naive,757-L,,baseline,3.3333333333333335,806.6666666666666
1171,m113 s4c2,100,SNL,naive,757-L,,baseline,7.333333333333333,807.6666666666666
1172,m113 s4c2,120,SNL,naive,757-L,,baseline,10.666666666666666,808.6666666666666
1173,m113 s4c2,140,SNL,naive,757-L,,baseline,13.333333333333334,809.6666666666666
1174,m113 s4c2,160,SNL,naive,757-L,,baseline,16.666666666666668,810.6666666666666
1175,m113 s4c2,180,SNL,naive,757-L,,baseline,19.333333333333332,811.6666666666666
1176,m113 s4c2,200,SNL,naive,757-L,,baseline,21.333333333333332,812.6666666666666
1177,m114 s1c1,0,SNL,naive,758-L,,baseline,0.0,41.0
1178,m114 s1c1,20,SNL,naive,758-L,,baseline,0.0,42.0
1179,m114 s1c1,40,SNL,naive,758-L,,baseline,0.0,43.0
1180,m114 s1c1,60,SNL,naive,758-L,,baseline,2.0,44.0
1181,m114 s1c1,80,SNL,naive,758-L,,baseline,11.333333333333334,45.0
1182,m114 s1c1,100,SNL,naive,758-L,,baseline,19.333333333333332,46.0
1183,m114 s1c1,120,SNL,naive,758-L,,baseline,25.333333333333332,47.0
1184,m114 s1c1,140,SNL,naive,758-L,,baseline,29.333333333333332,48.0
1185,m114 s1c1,160,SNL,naive,758-L,,baseline,32.0,49.0
1186,m114 s1c1,180,SNL,naive,758-L,,baseline,34.666666666666664,50.0
1187,m114 s1c1,200,SNL,naive,758-L,,baseline,35.333333333333336,51.0
1188,m114 s2c1,0,SNL,naive,758-L,,baseline,0.0,205.33333333333334
1189,m114 s2c1,20,SNL,naive,758-L,,baseline,0.0,206.33333333333334
1190,m114 s2c1,40,SNL,naive,758-L,,baseline,0.0,207.33333333333334
1191,m114 s2c1,60,SNL,naive,758-L,,baseline,0.0,208.33333333333334
1192,m114 s2c1,80,SNL,naive,758-L,,baseline,2.6666666666666665,209.33333333333334
1193,m114 s2c1,100,SNL,naive,758-L,,baseline,12.0,210.33333333333334
1194,m114 s2c1,120,SNL,naive,758-L,,baseline,20.0,211.33333333333334
1195,m114 s2c1,140,SNL,naive,758-L,,baseline,24.666666666666668,212.33333333333334
1196,m114 s2c1,160,SNL,naive,758-L,,baseline,28.666666666666668,213.33333333333334
1197,m114 s2c1,180,SNL,naive,758-L,,baseline,32.0,214.33333333333334
1198,m114 s2c1,200,SNL,naive,758-L,,baseline,34.0,215.33333333333334
1199,m114 s2c3,0,SNL,naive,758-L,,baseline,0.0,478.0
1200,m114 s2c3,20,SNL,naive,758-L,,baseline,0.6666666666666666,479.0
1201,m114 s2c3,40,SNL,naive,758-L,,baseline,9.333333333333334,480.0
1202,m114 s2c3,60,SNL,naive,758-L,,baseline,14.666666666666666,481.0
1203,m114 s2c3,80,SNL,naive,758-L,,baseline,21.333333333333332,482.0
1204,m114 s2c3,100,SNL,naive,758-L,,baseline,27.333333333333332,483.0
1205,m114 s2c3,120,SNL,naive,758-L,,baseline,30.0,484.0
1206,m114 s2c3,140,SNL,naive,758-L,,baseline,24.666666666666668,485.0
1207,m114 s2c3,160,SNL,naive,758-L,,baseline,16.0,486.0
1208,m114 s2c3,180,SNL,naive,758-L,,baseline,12.0,487.0
1209,m114 s2c3,200,SNL,naive,758-L,,baseline,11.333333333333334,488.0
1210,m114 s2c4,0,SNL,naive,758-L,,baseline,0.0,649.0
1211,m114 s2c4,20,SNL,naive,758-L,,baseline,0.0,650.0
1212,m114 s2c4,40,SNL,naive,758-L,,baseline,0.0,651.0
1213,m114 s2c4,60,SNL,naive,758-L,,baseline,0.0,652.0
1214,m114 s2c4,80,SNL,naive,758-L,,baseline,0.0,653.0
1215,m114 s2c4,100,SNL,naive,758-L,,baseline,2.6666666666666665,654.0
1216,m114 s2c4,120,SNL,naive,758-L,,baseline,8.0,655.0
1217,m114 s2c4,140,SNL,naive,758-L,,baseline,12.0,656.0
1218,m114 s2c4,160,SNL,naive,758-L,,baseline,16.666666666666668,657.0
1219,m114 s2c4,180,SNL,naive,758-L,,baseline,22.0,658.0
1220,m114 s2c4,200,SNL,naive,758-L,,baseline,26.0,659.0
1221,m114 s2c5,0,SNL,naive,758-L,,baseline,0.0,769.0
1222,m114 s2c5,20,SNL,naive,758-L,,baseline,0.0,770.0
1223,m114 s2c5,40,SNL,naive,758-L,,baseline,0.0,771.0
1224,m114 s2c5,60,SNL,naive,758-L,,baseline,2.0,772.0
1225,m114 s2c5,80,SNL,naive,758-L,,baseline,6.0,773.0
1226,m114 s2c5,100,SNL,naive,758-L,,baseline,12.0,774.0
1227,m114 s2c5,120,SNL,naive,758-L,,baseline,16.666666666666668,775.0
1228,m114 s2c5,140,SNL,naive,758-L,,baseline,21.333333333333332,776.0
1229,m114 s2c5,160,SNL,naive,758-L,,baseline,24.666666666666668,777.0
1230,m114 s2c5,180,SNL,naive,758-L,,baseline,28.0,778.0
1231,m114 s2c5,200,SNL,naive,758-L,,baseline,30.666666666666668,779.0
1232,m114 s2c6,0,SNL,naive,758-L,,baseline,0.0,914.3333333333334
1233,m114 s2c6,20,SNL,naive,758-L,,baseline,0.0,915.3333333333334
1234,m114 s2c6,40,SNL,naive,758-L,,baseline,0.0,916.3333333333334
1235,m114 s2c6,60,SNL,naive,758-L,,baseline,0.0,917.3333333333334
1236,m114 s2c6,80,SNL,naive,758-L,,baseline,4.666666666666667,918.3333333333334
1237,m114 s2c6,100,SNL,naive,758-L,,baseline,11.333333333333334,919.3333333333334
1238,m114 s2c6,120,SNL,naive,758-L,,baseline,17.333333333333332,920.3333333333334
1239,m114 s2c6,140,SNL,naive,758-L,,baseline,18.0,921.3333333333334
1240,m114 s2c6,160,SNL,naive,758-L,,baseline,20.666666666666668,922.3333333333334
1241,m114 s2c6,180,SNL,naive,758-L,,baseline,24.666666666666668,923.3333333333334
1242,m114 s2c6,200,SNL,naive,758-L,,baseline,25.333333333333332,924.3333333333334
1243,m201 s1c1,0,TS,naive,755-L,,baseline,0.0,75.0
1244,m201 s1c1,20,TS,naive,755-L,,baseline,1.0,76.0
1245,m201 s1c1,40,TS,naive,755-L,,baseline,2.0,77.0
1246,m201 s1c1,60,TS,naive,755-L,,baseline,2.3333333333333335,78.0
1247,m201 s1c1,80,TS,naive,755-L,,baseline,2.6666666666666665,79.0
1248,m201 s1c1,100,TS,naive,755-L,,baseline,3.3333333333333335,80.0
1249,m201 s1c1,120,TS,naive,755-L,,baseline,5.0,81.0
1250,m201 s1c1,140,TS,naive,755-L,,baseline,5.0,82.0
1251,m201 s1c1,160,TS,naive,755-L,,baseline,5.666666666666667,83.0
1252,m201 s1c1,180,TS,naive,755-L,,baseline,7.666666666666667,84.0
1253,m201 s1c1,200,TS,naive,755-L,,baseline,8.0,85.0
1254,m201 s2c1,0,TS,naive,755-L,,baseline,0.6666666666666666,177.0
1255,m201 s2c1,20,TS,naive,755-L,,baseline,8.0,178.0
1256,m201 s2c1,40,TS,naive,755-L,,baseline,9.333333333333334,179.0
1257,m201 s2c1,60,TS,naive,755-L,,baseline,10.0,180.0
1258,m201 s2c1,80,TS,naive,755-L,,baseline,12.0,181.0
1259,m201 s2c1,100,TS,naive,755-L,,baseline,14.0,182.0
1260,m201 s2c1,120,TS,naive,755-L,,baseline,14.666666666666666,183.0
1261,m201 s2c1,140,TS,naive,755-L,,baseline,16.0,184.0
1262,m201 s2c1,160,TS,naive,755-L,,baseline,16.0,185.0
1263,m201 s2c1,180,TS,naive,755-L,,baseline,16.0,186.0
1264,m201 s2c1,200,TS,naive,755-L,,baseline,13.333333333333334,187.0
1265,m201 s2c2,0,TS,naive,755-L,,baseline,0.0,297.5
1266,m201 s2c2,20,TS,naive,755-L,,baseline,0.0,298.5
1267,m201 s2c2,40,TS,naive,755-L,,baseline,0.5,299.5
1268,m201 s2c2,60,TS,naive,755-L,,baseline,7.0,300.5
1269,m201 s2c2,80,TS,naive,755-L,,baseline,11.0,301.5
1270,m201 s2c2,100,TS,naive,755-L,,baseline,18.0,302.5
1271,m201 s2c2,120,TS,naive,755-L,,baseline,25.5,303.5
1272,m201 s2c2,140,TS,naive,755-L,,baseline,30.0,304.5
1273,m201 s2c2,160,TS,naive,755-L,,baseline,34.0,305.5
1274,m201 s2c2,180,TS,naive,755-L,,baseline,33.5,306.5
1275,m201 s2c2,200,TS,naive,755-L,,baseline,41.5,307.5
1276,m201 s2c3,0,TS,naive,755-L,,baseline,4.4,500.0
1277,m201 s2c3,20,TS,naive,755-L,,baseline,5.6,501.0
1278,m201 s2c3,40,TS,naive,755-L,,baseline,8.4,502.0
1279,m201 s2c3,60,TS,naive,755-L,,baseline,10.0,503.0
1280,m201 s2c3,80,TS,naive,755-L,,baseline,12.8,504.0
1281,m201 s2c3,100,TS,naive,755-L,,baseline,14.0,505.0
1282,m201 s2c3,120,TS,naive,755-L,,baseline,15.2,506.0
1283,m201 s2c3,140,TS,naive,755-L,,baseline,16.0,507.0
1284,m201 s2c3,160,TS,naive,755-L,,baseline,16.8,508.0
1285,m201 s2c3,180,TS,naive,755-L,,baseline,18.4,509.0
1286,m201 s2c3,200,TS,naive,755-L,,baseline,18.0,510.0
1287,m202 s1c1,0,TS,naive,755-0,,baseline,6.666666666666667,41.0
1288,m202 s1c1,20,TS,naive,755-0,,baseline,9.333333333333334,42.0
1289,m202 s1c1,40,TS,naive,755-0,,baseline,16.666666666666668,43.0
1290,m202 s1c1,60,TS,naive,755-0,,baseline,19.333333333333332,44.0
1291,m202 s1c1,80,TS,naive,755-0,,baseline,22.666666666666668,45.0
1292,m202 s1c1,100,TS,naive,755-0,,baseline,24.666666666666668,46.0
1293,m202 s1c1,120,TS,naive,755-0,,baseline,26.666666666666668,47.0
1294,m202 s1c1,140,TS,naive,755-0,,baseline,28.0,48.0
1295,m202 s1c1,160,TS,naive,755-0,,baseline,30.666666666666668,49.0
1296,m202 s1c1,180,TS,naive,755-0,,baseline,32.0,50.0
1297,m202 s1c1,200,TS,naive,755-0,,baseline,32.666666666666664,51.0
1298,m202 s1c2,0,TS,naive,755-0,,baseline,6.0,159.66666666666666
1299,m202 s1c2,20,TS,naive,755-0,,baseline,6.666666666666667,160.66666666666666
1300,m202 s1c2,40,TS,naive,755-0,,baseline,7.333333333333333,161.66666666666666
1301,m202 s1c2,60,TS,naive,755-0,,baseline,7.333333333333333,162.66666666666666
1302,m202 s1c2,80,TS,naive,755-0,,baseline,7.333333333333333,163.66666666666666
1303,m202 s1c2,100,TS,naive,755-0,,baseline,8.666666666666666,164.66666666666666
1304,m202 s1c2,120,TS,naive,755-0,,baseline,9.333333333333334,165.66666666666666
1305,m202 s1c2,140,TS,naive,755-0,,baseline,10.0,166.66666666666666
1306,m202 s1c2,160,TS,naive,755-0,,baseline,11.333333333333334,167.66666666666666
1307,m202 s1c2,180,TS,naive,755-0,,baseline,11.333333333333334,168.66666666666666
1308,m202 s1c2,200,TS,naive,755-0,,baseline,12.0,169.66666666666666
1309,m202 s1c3,0,TS,naive,755-0,,baseline,4.0,281.0
1310,m202 s1c3,20,TS,naive,755-0,,baseline,11.333333333333334,282.0
1311,m202 s1c3,40,TS,naive,755-0,,baseline,9.333333333333334,283.0
1312,m202 s1c3,60,TS,naive,755-0,,baseline,11.333333333333334,284.0
1313,m202 s1c3,80,TS,naive,755-0,,baseline,15.333333333333334,285.0
1314,m202 s1c3,100,TS,naive,755-0,,baseline,16.0,286.0
1315,m202 s1c3,120,TS,naive,755-0,,baseline,16.0,287.0
1316,m202 s1c3,140,TS,naive,755-0,,baseline,18.0,288.0
1317,m202 s1c3,160,TS,naive,755-0,,baseline,18.0,289.0
1318,m202 s1c3,180,TS,naive,755-0,,baseline,18.0,290.0
1319,m202 s1c3,200,TS,naive,755-0,,baseline,19.333333333333332,291.0
1320,m202 s1c4,0,TS,naive,755-0,,baseline,2.6666666666666665,406.0
1321,m202 s1c4,20,TS,naive,755-0,,baseline,7.333333333333333,407.0
1322,m202 s1c4,40,TS,naive,755-0,,baseline,11.333333333333334,408.0
1323,m202 s1c4,60,TS,naive,755-0,,baseline,13.333333333333334,409.0
1324,m202 s1c4,80,TS,naive,755-0,,baseline,16.0,410.0
1325,m202 s1c4,100,TS,naive,755-0,,baseline,17.333333333333332,411.0
1326,m202 s1c4,120,TS,naive,755-0,,baseline,21.333333333333332,412.0
1327,m202 s1c4,140,TS,naive,755-0,,baseline,23.333333333333332,413.0
1328,m202 s1c4,160,TS,naive,755-0,,baseline,24.0,414.0
1329,m202 s1c4,180,TS,naive,755-0,,baseline,25.333333333333332,415.0
1330,m202 s1c4,200,TS,naive,755-0,,baseline,26.666666666666668,416.0
1331,m202 s2c1,0,TS,naive,755-0,,baseline,7.333333333333333,518.3333333333334
1332,m202 s2c1,20,TS,naive,755-0,,baseline,16.666666666666668,519.3333333333334
1333,m202 s2c1,40,TS,naive,755-0,,baseline,19.333333333333332,520.3333333333334
1334,m202 s2c1,60,TS,naive,755-0,,baseline,20.0,521.3333333333334
1335,m202 s2c1,80,TS,naive,755-0,,baseline,22.0,522.3333333333334
1336,m202 s2c1,100,TS,naive,755-0,,baseline,24.0,523.3333333333334
1337,m202 s2c1,120,TS,naive,755-0,,baseline,26.0,524.3333333333334
1338,m202 s2c1,140,TS,naive,755-0,,baseline,27.333333333333332,525.3333333333334
1339,m202 s2c1,160,TS,naive,755-0,,baseline,28.666666666666668,526.3333333333334
1340,m202 s2c1,180,TS,naive,755-0,,baseline,26.666666666666668,527.3333333333334
1341,m202 s2c1,200,TS,naive,755-0,,baseline,22.666666666666668,528.3333333333334
1342,m202 s2c2,0,TS,naive,755-0,,baseline,6.0,635.0
1343,m202 s2c2,20,TS,naive,755-0,,baseline,14.666666666666666,636.0
1344,m202 s2c2,40,TS,naive,755-0,,baseline,14.0,637.0
1345,m202 s2c2,60,TS,naive,755-0,,baseline,14.0,638.0
1346,m202 s2c2,80,TS,naive,755-0,,baseline,10.666666666666666,639.0
1347,m202 s2c2,100,TS,naive,755-0,,baseline,11.333333333333334,640.0
1348,m202 s2c2,120,TS,naive,755-0,,baseline,10.0,641.0
1349,m202 s2c2,140,TS,naive,755-0,,baseline,7.333333333333333,642.0
