session_idx,mouse,group,sex,day,date,n_irts,pi_0,pi_1,pi_2,pi_3,pi_4
775,647-L,stress,M,9,240316,531,0.118459105,0.17819445,0.13015741,0.51365054,0.05953847
776,646-L,stress,M,4,240306,1091,0.06087573,0.49839574,0.22809283,0.21263476,9.999999e-07
777,579-2,naive,F,11,230717,127,0.03775445,0.06583075,0.057391487,0.18197356,0.6570498
778,579-2,naive,F,4,230710,307,0.13829517,0.20581858,0.22428827,0.03381598,0.39778197
779,722-0,naive,F,7,241129,563,0.04809037,0.3064786,0.2665229,0.30793568,0.07097246
780,649-L,naive,F,12,240319,433,0.0015323545,0.027990172,0.3174334,0.574882,0.078162126
781,725-RL,stress,F,2,241129,240,0.060463548,0.2319503,0.13583554,0.13342747,0.43832314
782,580-1,stress,M,1,230702,646,0.42100075,9.999997e-07,0.2728131,0.21455917,0.091626
783,579.1-2,naive,F,11,230717,122,0.14266555,9.999998e-07,0.013907953,0.016008923,0.82741654
784,578-1,stress,F,14,230718,1209,0.05411419,0.7668684,0.09815422,0.013927863,0.06693519
785,722-0,naive,F,6,241128,982,0.030559555,0.10122966,0.6563533,0.21185654,9.999997e-07
786,578.1-2,naive,F,2,230706,229,0.136178,0.15796813,0.36000618,0.010958776,0.33488894
787,822-0,naive,F,12,250915,911,0.013981623,0.41804743,0.2953851,0.26801935,0.0045665773
788,822-L,naive,F,5,250904,169,0.0235328,0.25596118,0.111352555,0.06813886,0.5410147
789,649-L,naive,F,14,240321,629,0.017277045,0.06569236,0.5781239,0.28710786,0.051798817
790,580.1-1,naive,M,8,230715,893,0.07361387,0.55175453,0.17763609,0.122631185,0.07436431
791,489-4,naive,M,9,220807,330,0.3157072,0.1830911,0.021076353,0.22723165,0.2528937
792,648-L,stress,F,14,240321,783,0.008297132,0.35551223,0.14652428,0.48966533,9.999995e-07
793,498-1,stress,M,4,220731,502,0.2870057,0.21202953,0.27377638,0.049848355,0.17734002
794,723-L,stress,M,11,241205,268,0.026011843,0.22324872,0.10967827,0.31737983,0.32368132
795,647-0,naive,M,2,240229,342,0.20520467,9.999999e-07,0.4657417,0.055333197,0.27371946
796,822-R,naive,F,6,250904,500,0.22168429,0.15472724,0.062239762,0.42773235,0.13361633
797,821-R,naive,M,1,250901,162,0.01857652,0.11382705,0.25133374,0.21742834,0.39883432
798,579.1-1,stress,F,12,230717,1332,0.39906672,0.2296216,0.21619485,0.15511592,9.999999e-07
799,579-2,naive,F,10,230716,542,0.030733943,0.4236981,0.28522325,0.09689018,0.1634545
800,489-2,naive,M,10,220805,308,0.20610872,0.031659767,0.07745692,0.37487698,0.30989763
801,489-3,naive,M,10,220806,239,0.0911898,0.16566041,0.28878632,0.10696329,0.34740016
802,499-1,stress,M,3,220729,644,0.1566226,0.23343973,0.24229579,0.26600373,0.101638176
803,649-L,naive,F,2,240229,331,0.0074392855,0.17380187,0.2874656,0.24667355,0.28461966
804,722-L,naive,F,14,241209,814,0.24048294,0.26516548,0.3123744,0.10435798,0.0776192
805,646-L,stress,M,3,240304,428,0.06659339,0.43404186,0.032270342,0.30093065,0.16616368
806,578.1-1,naive,F,6,230713,159,0.06274826,9.999997e-07,0.32629058,9.999997e-07,0.6109591
807,580-1,stress,M,6,230710,1001,0.08554298,0.4966614,0.22457142,0.1457725,0.047451727
808,649-0,naive,F,9,240316,264,0.043772254,0.066086344,0.14176564,0.25666803,0.4917077
809,723-0,stress,M,5,241127,162,0.17764989,0.14424744,0.14136599,0.10965265,0.42708406
810,498-3,stress,M,9,220806,465,0.10313925,0.31103885,0.198779,0.22179301,0.16524985
811,644-R,stress,M,12,240319,895,0.017067669,0.3177163,0.43067524,0.21550208,0.01903871
812,498-3,stress,M,11,220808,282,0.1002943,0.17156784,0.18031302,0.2566878,0.29113707
813,580-1,stress,M,11,230715,1343,0.101656705,0.5873134,0.19624051,0.08793444,0.026855007
814,499-2,stress,M,11,220808,903,0.17810309,0.51821405,0.09560953,0.1695423,0.038531028
815,647-0,naive,M,3,240304,613,0.23320714,2.0119594e-06,0.59001577,0.009687277,0.16708775
816,819-L,stress,M,12,250915,432,0.13622978,0.18517376,0.0830183,0.34264043,0.25293773
817,820-R,stress,F,12,250917,111,0.12693088,0.016141444,0.02846988,0.15046996,0.6779879
818,725-0,stress,M,7,241130,308,0.16050555,0.12746753,0.13125965,0.2501367,0.3306306
819,489-4,naive,M,2,220730,933,0.20035328,0.2873086,0.24504057,0.2271497,0.04014784
820,580-1,stress,M,5,230707,316,0.04697165,0.12696958,0.00022542776,0.621559,0.20427431
821,493-1,naive,F,9,220806,383,0.27197838,0.077416696,0.13987729,0.2835274,0.2272003
822,646-L,stress,M,6,240311,809,0.13034025,0.34898707,0.3211711,0.13122551,0.06827608
823,579-1,stress,F,3,230706,946,0.0462829,0.5303594,0.306477,0.025628548,0.09125217
824,579.1-1,stress,F,1,230703,989,0.1095272,0.40596825,0.23060392,0.23394233,0.019958302
825,578.1-2,naive,F,9,230716,890,0.1662492,0.39112774,0.10058426,0.314506,0.027532866
826,722-0,naive,F,4,241126,670,0.02600566,0.0753316,0.35606802,0.53914416,0.0034505823
827,728-RL,naive,M,14,241210,574,0.36299554,0.052984033,0.17792612,0.30272305,0.10337123
828,821-L,naive,M,9,250910,543,0.08063257,0.033722233,0.50583345,0.3144122,0.06539961
829,648-0,stress,F,1,240228,314,0.047408756,0.21599552,0.044474334,0.4464868,0.24563457
830,822-0,naive,F,10,250911,570,0.010960825,0.33999106,0.2505771,0.3870168,0.011454281
831,644-R,stress,M,1,240228,469,0.022002533,0.16619374,0.56171995,0.07439932,0.17568445
832,580-1,stress,M,9,230713,1307,0.10694922,0.59484035,0.158659,0.12221442,0.017336998
833,647-0,naive,M,7,240312,610,0.21199696,0.017995352,0.55514914,0.062994756,0.15186375
834,498-1,stress,M,7,220803,719,0.26981464,0.30377552,0.22835012,0.10791869,0.090141065
835,645-0,naive,M,3,240304,508,0.10986887,0.49482238,0.1412533,0.12930237,0.12475311
836,645-R,naive,M,13,240320,1619,0.20364313,0.49796885,0.14793113,0.15045586,9.999995e-07
837,725-L,stress,F,9,241204,581,0.08593157,0.43815094,0.20824991,0.13849479,0.12917279
838,648-0,stress,F,13,240320,198,0.032959864,9.999999e-07,0.1950371,0.31238165,0.45962045
839,644-0,naive,M,10,240318,537,0.2652933,0.2501432,0.09880114,0.18823315,0.19752917
840,491-2,naive,F,2,220728,315,0.08423578,0.07121706,0.3377691,0.22152285,0.28525528
841,489-4,naive,M,3,220801,159,0.18297951,0.12830137,0.10416161,2.2936108e-06,0.5845552
842,821-R,naive,M,2,250902,133,0.026308896,0.15968908,0.39255694,9.999998e-07,0.42144406
843,648-L,stress,F,6,240311,441,0.09209416,0.15650341,0.11767327,0.48510873,0.14862041
844,646-L,stress,M,10,240317,368,0.098118514,0.05430983,0.020877993,0.6838755,0.14281814
845,491-1,naive,F,12,220809,254,0.110146224,0.30277005,0.081123695,0.041874334,0.46408567
846,645-0,naive,M,12,240319,340,0.097866766,0.14713539,0.105007276,0.4837981,0.16619247
847,648-L,stress,F,11,240318,581,8.777793e-06,0.3980297,0.03642405,0.54685104,0.018686416
848,579-2,naive,F,1,230704,880,0.009537012,0.54582447,0.244553,0.12717345,0.072911985
849,578-1,stress,F,11,230715,929,0.02315076,0.7527975,0.122782394,0.0001367886,0.10113255
850,498-1,stress,M,10,220806,557,0.3503382,0.28424025,0.15330675,0.07193243,0.14018236
851,822-L,naive,F,12,250915,302,9.999993e-07,0.16207285,0.15234016,0.36185458,0.32373136
852,723-R,stress,M,9,241203,713,0.103255674,9.999999e-07,0.66180944,0.2059867,0.028947225
853,499-2,stress,M,12,220809,1173,0.08805188,0.5814121,0.15033583,0.16977736,0.010422873
854,648-R,stress,F,8,240313,579,0.007936865,0.06599721,0.48993516,0.3911247,0.04500607
855,648-0,stress,F,2,240229,396,0.022960532,0.3044529,0.06698033,0.48303857,0.12256759
856,723-0,stress,M,12,241207,534,0.11668311,0.118040755,0.23374765,0.45973247,0.071796015
857,820-0,stress,F,4,250902,254,0.088642985,0.20301683,0.22466582,0.21919405,0.26448032
858,489-1,naive,M,6,220804,662,0.14714774,0.34603286,0.14417513,0.2738183,0.08882596
859,820-0,stress,F,13,250915,277,0.044999387,0.13147816,0.25959465,0.12538908,0.43853873
860,578-1,stress,F,10,230714,1157,0.0066659106,0.7612407,0.14977784,0.02061915,0.061696403
861,493-2,naive,F,8,220806,230,0.22169706,0.0025266157,0.016133644,0.17988984,0.57975286
862,722-0,naive,F,5,241127,1083,0.032461964,0.14119643,0.69183975,0.13443694,6.488992e-05
863,820-R,stress,F,9,250912,120,0.10719798,0.00090657757,0.061826937,0.029876254,0.80019224
864,822-R,naive,F,11,250911,507,0.21676528,0.03276173,0.1517088,0.50864595,0.09011826
