session_idx,mouse,group,sex,day,date,n_irts,pi_0,pi_1,pi_2,pi_3,pi_4
0,649-L,naive,F,7,240312,207,0.040201914,0.009025599,0.046065252,0.45551002,0.44919723
1,819-L,stress,M,5,250904,382,0.123525135,0.09096715,0.17278245,0.41769636,0.19502883
2,649-L,naive,F,6,240311,413,0.0132036265,0.0014897955,0.25215212,0.6273716,0.10578292
3,647-0,naive,M,11,240318,395,0.12087259,0.021584732,0.40832528,0.21195406,0.23726334
4,723-0,stress,M,11,241206,688,0.2044966,0.1472952,0.4645482,0.0902218,0.09343818
5,723-R,stress,M,8,241130,709,0.04642265,9.999997e-07,0.658483,0.29509228,9.999997e-07
6,491-1,naive,F,7,220804,514,0.3109395,0.24495766,0.054854125,0.29234535,0.0969034
7,489-1,naive,M,12,220810,100,0.068031855,0.0286214,0.11503934,0.061989244,0.7263182
8,820-0,stress,F,5,250903,186,0.19280522,0.04918287,0.18086237,0.14473905,0.4324105
9,579-2,naive,F,5,230711,343,0.07270098,0.38581803,0.24850406,1.4883847e-05,0.29296207
10,493-1,naive,F,11,220808,193,0.25769722,9.999999e-07,0.08746152,0.07271017,0.5821301
11,722-RL,naive,F,12,241206,164,0.052278973,0.08056796,0.0012512073,0.34014264,0.5257592
12,723-L,stress,M,5,241127,215,0.017454028,0.10544804,0.18566288,0.0036882411,0.6877468
13,498-2,stress,M,9,220807,542,0.21312007,0.045912698,0.2959564,0.4396284,0.0053825057
14,646-0,stress,M,6,240311,1245,0.15364501,0.4114471,0.18265444,0.2522525,9.999997e-07
15,578.1-2,naive,F,6,230713,795,0.10462397,0.4492771,0.1889434,0.1900705,0.067085005
16,578.1-1,naive,F,9,230716,125,0.18017414,0.033876,0.04569316,0.11544145,0.6248153
17,578-1,stress,F,6,230710,973,0.028662406,0.52614397,0.34581497,0.011529419,0.08784924
18,489-2,naive,M,12,220807,690,0.37896574,0.021543616,0.21417858,0.31306627,0.07224572
19,647-L,stress,M,4,240306,874,0.18191557,0.2978786,0.23553158,0.28467324,9.999995e-07
20,489-2,naive,M,9,220804,552,0.25765175,0.048862986,0.12236209,0.5111508,0.059972484
21,644-R,stress,M,11,240318,894,0.0043009575,0.15181305,0.5879403,0.25594482,9.999999e-07
22,500-3,stress,F,10,220806,266,0.14487636,0.11010573,0.04001598,0.274943,0.43005893
23,500-3,stress,F,12,220808,393,0.14532319,0.092698716,0.063512556,0.5313406,0.16712497
24,500-1,stress,F,5,220801,569,0.45310935,9.999997e-07,0.07498697,0.3621104,0.10979235
25,498-2,stress,M,1,220729,334,0.19373362,0.1450327,0.18664609,0.19389328,0.2806944
26,498-1,stress,M,6,220802,591,0.34930566,0.17876029,0.23051094,0.12193297,0.11949013
27,722-RL,naive,F,7,241129,402,0.061666865,0.3296228,0.041380003,0.4802224,0.08710792
28,578-2,stress,F,5,230712,826,0.25398064,0.36260292,0.19188513,0.10442014,0.08711117
29,579-2,naive,F,3,230707,541,0.038232025,0.53341496,0.18859027,0.07149697,0.16826577
30,489-1,naive,M,5,220803,265,0.09246935,0.20281664,0.16058356,0.05026426,0.4938662
31,500-2,stress,F,2,220728,347,0.22809948,0.1329027,0.13064858,0.33005178,0.17829745
32,819-L,stress,M,6,250905,627,0.15848796,0.2870239,0.15319386,0.29671413,0.104580246
33,578-1,stress,F,8,230712,545,0.025289876,0.5723169,0.23205046,0.0058245077,0.1645183
34,649-R,naive,F,5,240307,467,0.010459111,0.15438324,0.25481993,0.4755042,0.1048335
35,498-3,stress,M,12,220809,489,0.14640771,0.33995676,0.1646575,0.19320814,0.1557699
36,645-L,naive,M,3,240304,1117,0.28166747,0.25846872,0.263079,0.1872219,0.009563032
37,822-0,naive,F,6,250905,504,0.059467223,0.33037326,0.13815582,0.4225613,0.0494424
38,822-0,naive,F,7,250908,241,0.01679513,0.26665273,0.040531334,0.42260587,0.25341496
39,578.1-2,naive,F,5,230712,661,0.063228294,0.42891032,0.29576537,0.0915961,0.12049997
40,649-R,naive,F,4,240306,564,0.007541339,0.2556383,0.48105466,0.14391296,0.11185284
41,646-L,stress,M,13,240320,434,0.05933085,0.15679543,0.27330062,0.3801573,0.13041581
42,649-L,naive,F,9,240316,193,0.0053628394,9.999995e-07,0.09846634,0.32384482,0.572325
43,500-3,stress,F,4,220731,602,0.16357063,0.32919762,0.19209272,0.20940992,0.10572919
44,649-0,naive,F,5,240307,724,0.0060215136,0.41469216,0.1442683,0.43501702,9.999997e-07
45,821-L,naive,M,7,250908,534,0.052229624,9.999998e-07,0.49198896,0.34692913,0.10885123
46,645-R,naive,M,6,240311,1052,0.06436269,0.4899876,0.09704806,0.34860063,9.999995e-07
47,725-RL,stress,F,3,241126,139,0.029389603,0.38038912,0.11490637,9.999997e-07,0.47531384
48,728-L,naive,M,8,241203,656,0.25117362,0.11109464,0.17349663,0.45998922,0.0042458964
49,499-3,stress,M,10,220806,452,0.18063036,0.17961352,0.03703697,0.51398134,0.088737845
50,501-2,stress,F,2,220729,947,0.10579648,0.4336329,0.16515273,0.29526877,0.00014911334
51,498-1,stress,M,3,220730,968,0.30455393,0.21765913,0.2887885,0.13131435,0.057684172
52,493-2,naive,F,7,220805,296,0.16818121,0.05829958,0.030667646,0.361633,0.38121852
53,723-L,stress,M,9,241203,1091,0.040965803,0.48893076,0.18627338,0.28382912,9.999997e-07
54,500-1,stress,F,3,220730,493,0.46026468,9.999999e-07,0.16891302,0.17303608,0.19778527
55,578-1,stress,F,12,230716,1488,0.104644194,0.5996739,0.16547643,0.113440044,0.01676542
56,578.1-1,naive,F,14,230721,123,0.2663419,1.2612041e-06,0.12679715,0.08177583,0.5250839
57,646-L,stress,M,9,240316,349,0.04977813,0.16393144,0.08048766,0.47754556,0.22825727
58,819-R,stress,M,13,250915,881,0.35545108,0.21725926,0.123285204,0.3038465,0.00015802478
59,723-L,stress,M,1,241119,649,9.999998e-07,0.41843015,0.09370427,0.45116884,0.036695715
60,646-0,stress,M,2,240229,649,0.040861394,0.4407313,0.13991155,0.2879454,0.090550356
61,579.1-2,naive,F,14,230720,509,0.26168707,0.091937564,0.1664293,0.36487907,0.11506708
62,649-L,naive,F,8,240313,644,0.016018301,0.067861065,0.50163007,0.37735075,0.037139814
63,725-L,stress,F,8,241203,440,0.12824835,0.34863827,0.20072033,0.14536543,0.17702763
64,821-0,naive,M,13,250918,252,0.09842393,0.13744865,0.06724551,0.46388534,0.23299658
65,723-L,stress,M,4,241126,950,0.07145923,0.47448692,0.096242264,0.35781032,1.1578086e-06
66,647-L,stress,M,7,240312,459,0.11775905,0.1586285,0.05696397,0.55729073,0.109357744
67,725-R,stress,F,1,241122,318,0.06486502,0.2297269,0.23859107,0.23571259,0.23110442
68,649-L,naive,F,3,240304,402,0.0120895635,0.032372948,0.32375002,0.4997467,0.13204075
69,723-R,stress,M,3,241122,1147,0.04824799,0.41506103,0.4553105,0.08137524,5.2413193e-06
70,723-0,stress,M,9,241203,360,0.072593965,0.01722943,0.3953737,0.36140534,0.15339758
71,498-3,stress,M,4,220801,1231,0.09641653,0.4383616,0.30556014,0.13402806,0.025633674
72,498-3,stress,M,1,220728,826,0.28419584,0.31206954,0.16723625,0.13633272,0.10016566
73,728-0,naive,M,10,241206,397,0.016886404,0.14760002,0.170342,0.5023519,0.16281973
74,728-L,naive,M,7,241130,105,0.18727967,9.999991e-07,9.999991e-07,9.999991e-07,0.8127174
75,580.1-1,naive,M,10,230717,1140,0.094794996,0.593845,0.13670179,0.14042269,0.03423551
76,499-3,stress,M,12,220808,450,0.17567499,0.19502072,0.07916513,0.4618612,0.088278025
77,491-2,naive,F,6,220802,240,0.097101204,0.04404866,0.28722283,0.119441114,0.4521862
78,493-2,naive,F,3,220801,511,0.20284307,0.2601565,0.14210556,0.23112166,0.16377321
79,501-1,stress,F,6,220802,500,0.137986,0.11197707,0.24723664,0.39105088,0.11174941
80,646-0,stress,M,14,240321,782,0.16419624,0.17472054,0.17570087,0.48538134,9.999995e-07
81,728-R,naive,M,11,241206,448,0.091535196,9.999998e-07,0.472613,0.32806632,0.107784525
82,580-1,stress,M,14,230718,466,0.082197376,9.076577e-06,0.05062368,0.8669299,0.00024004423
83,722-L,naive,F,9,241203,1037,0.29053643,0.28997034,0.27678347,0.059851024,0.08285873
84,647-0,naive,M,1,240228,579,0.37228855,9.999998e-07,0.4796723,0.00017598554,0.14786212
85,500-2,stress,F,8,220804,720,0.19747901,0.1503941,0.25722858,0.36332783,0.031570464
86,580.1-1,naive,M,4,230711,874,0.0574006,0.49356574,0.29626602,0.06380124,0.08896641
87,493-2,naive,F,10,220808,162,0.06992971,0.004448054,9.999997e-07,0.115422815,0.81019837
88,644-L,stress,M,9,240321,279,0.22798724,9.999998e-07,0.22980598,0.1999246,0.3422812
89,723-R,stress,M,11,241205,548,0.0442038,9.999994e-07,0.5714368,0.35534024,0.029018098
90,498-2,stress,M,8,220806,292,0.2544039,1e-06,0.15200552,0.28923807,0.30435154
91,725-0,stress,M,4,241127,300,0.08243771,0.43562764,0.027304236,0.14282541,0.31180498
92,501-1,stress,F,9,220805,678,0.15974967,0.086116835,0.26616395,0.48796853,9.999998e-07
93,491-1,naive,F,5,220802,602,0.16013266,0.28459573,0.17059863,0.33922252,0.04545053
94,649-R,naive,F,11,240318,260,0.015087991,0.07938786,0.07055533,0.5753309,0.2596379
95,579.1-1,stress,F,7,230712,563,0.15912455,0.20927064,0.0758926,0.49023265,0.06547954
96,648-R,stress,F,12,240319,118,9.999993e-07,0.04449783,0.306307,9.945781e-06,0.6491842
97,489-1,naive,M,7,220805,541,0.12736906,0.2528108,0.19151974,0.3327433,0.095557116
98,498-2,stress,M,10,220808,552,0.318281,0.059650533,0.10025075,0.49108368,0.03073405
99,647-L,stress,M,13,240320,970,0.07818793,0.35378966,0.29758766,0.27043375,9.999995e-07
100,648-0,stress,F,11,240318,162,0.060151704,9.999999e-07,0.26566184,0.05813338,0.6160521
101,646-0,stress,M,4,240306,884,0.06625753,0.42196578,0.2756983,0.19797798,0.038100302
102,722-RL,naive,F,1,241119,616,0.12819642,0.35518554,0.29144844,0.07230381,0.15286577
103,821-L,naive,M,5,250904,282,0.051603653,0.0073647974,0.27803823,0.38621902,0.2767743
104,725-L,stress,F,1,241120,183,0.056085605,0.27756003,0.30977938,9.999999e-07,0.35657397
105,579.1-2,naive,F,12,230718,487,0.25683835,0.07770183,0.08765651,0.47712058,0.100682706
106,580.1-1,naive,M,11,230718,526,0.089994125,0.24050067,7.7452525e-05,0.6255208,0.043906946
107,501-2,stress,F,3,220731,957,0.0872915,0.4843966,0.2823503,0.09712843,0.04883316
108,489-2,naive,M,7,220802,326,0.22004725,1e-06,0.12429888,0.35651737,0.29913557
109,728-0,naive,M,10,241205,311,0.042204972,0.18649448,0.17234471,0.39551786,0.20343797
110,723-0,stress,M,11,241205,512,0.06935349,0.0591512,0.5767099,0.1697505,0.12503487
111,489-3,naive,M,5,220801,315,0.10665258,0.12849143,0.21605653,0.29014152,0.25865796
112,645-R,naive,M,5,240307,940,0.07039183,0.607982,0.0023881304,0.30732656,0.011911509
113,821-0,naive,M,11,250916,356,0.12984076,0.20218657,0.010443715,0.4896233,0.16790567
114,500-2,stress,F,4,220731,637,0.0798611,0.3958276,0.26614863,0.15451045,0.10365225
115,725-0,stress,M,2,241121,204,0.15448831,0.19918996,0.13578399,0.11692658,0.39361122
116,498-1,stress,M,2,220728,740,0.27438045,0.23311362,0.20640154,0.22218478,0.06391961
117,645-L,naive,M,8,240313,1597,0.2902573,0.42257124,0.23401928,0.05065999,0.0024921885
118,499-1,stress,M,6,220801,665,0.3629879,0.08970507,0.22547327,0.19878444,0.12304932
119,822-0,naive,F,8,250909,574,0.04885991,0.3161958,0.17742595,0.40072307,0.05679518
120,728-0,naive,M,13,241210,138,0.016487896,0.038156547,0.0454757,9.030533e-05,0.8997896
121,499-3,stress,M,11,220807,629,0.1703934,0.20446545,0.094584905,0.5300448,0.00051145186
122,821-R,naive,M,9,250912,568,0.03660863,0.3924447,0.28733975,0.13319051,0.15041642
123,728-L,naive,M,2,241121,291,0.17041743,0.045519583,0.09935453,0.3393459,0.34536254
124,578-2,stress,F,13,230720,1281,0.33317688,0.34043828,0.1350053,0.18124351,0.010136049
125,645-R,naive,M,9,240316,774,0.040641613,0.50322056,9.999997e-07,0.45613584,9.999997e-07
126,498-3,stress,M,5,220802,543,0.07924224,0.23832747,0.2559625,0.3415262,0.08494154
127,501-2,stress,F,5,220802,1023,0.31953287,0.32824385,0.099279046,0.24364696,0.009297339
128,489-3,naive,M,2,220728,219,0.071523346,0.025596589,0.25328717,0.19286406,0.45672882
129,500-1,stress,F,9,220805,641,0.34786803,9.999995e-07,0.13835508,0.47935003,0.0344259
130,722-0,naive,F,8,241130,1190,0.0471643,0.15221448,0.7013187,0.09765197,0.0016506276
131,499-3,stress,M,9,220805,478,0.21248832,0.2605118,0.03242841,0.37665495,0.11791656
132,722-T,naive,F,1,241119,411,0.040014267,0.24609871,0.248951,0.29641348,0.1685225
133,645-0,naive,M,2,240229,574,0.05458055,0.64007413,0.17731442,0.05443205,0.07359883
134,645-0,naive,M,9,240316,368,0.06514189,0.32560438,0.111292996,0.25796703,0.23999374
135,498-3,stress,M,2,220729,997,0.12700942,0.4217362,0.26171342,0.14337507,0.04616595
136,645-R,naive,M,3,240304,1264,0.09327054,0.62315553,0.10296398,0.16527298,0.015337007
137,578-1,stress,F,5,230707,341,0.100076,0.2302541,0.3389183,0.113167614,0.21758398
138,489-2,naive,M,3,220729,274,0.067201994,0.18376824,0.06771266,0.2973721,0.38394502
139,648-L,stress,F,1,240228,537,0.028761305,0.19988,0.50700676,0.041457456,0.22289446
140,722-RL,naive,F,10,241204,295,0.17246272,0.08437279,0.09908153,0.36298978,0.28109318
141,501-2,stress,F,1,220728,394,0.04425976,0.27369204,0.07464398,0.4030238,0.20438042
142,578-2,stress,F,10,230717,1196,0.30438703,0.39688438,0.12246835,0.13147196,0.044788282
143,822-0,naive,F,13,250916,833,0.0596645,0.4508443,0.13099194,0.35647932,0.0020199742
144,499-2,stress,M,10,220807,1362,0.117821775,0.62412417,0.13369557,0.08254126,0.041817304
145,821-R,naive,M,11,250916,417,0.015811162,0.31114995,0.22123861,0.24111088,0.21068943
146,725-RL,stress,F,6,241130,305,0.017388277,0.22301008,0.31224206,0.1392272,0.30813238
147,498-1,stress,M,9,220805,1105,0.30928943,0.38091245,0.15285265,0.106326774,0.050618682
148,493-2,naive,F,5,220803,229,0.075768545,0.07243876,9.999997e-07,0.28856114,0.5632306
149,646-0,stress,M,1,240228,646,0.061055172,0.45767215,0.16646878,0.2547489,0.060055032
150,822-L,naive,F,8,250909,184,0.013780292,0.103297375,0.1802498,0.064017974,0.63865453
151,723-L,stress,M,6,241128,680,0.053318206,0.49117717,0.0367121,0.36081505,0.057977382
152,489-1,naive,M,1,220729,167,0.11735758,0.041878223,0.38404787,9.999998e-07,0.45671526
153,646-0,stress,M,7,240312,804,0.14454482,0.3339873,0.124334484,0.3971324,9.999999e-07
154,646-0,stress,M,5,240307,729,0.05169077,0.38315472,0.16120823,0.36694795,0.03699824
155,820-0,stress,F,6,250904,143,0.08433626,0.071382046,0.07422376,0.07649283,0.69356513
156,646-0,stress,M,3,240304,792,0.09684656,0.32261732,0.28361988,0.25977245,0.037143808
157,723-RL,stress,M,2,241120,787,0.06909107,0.23958445,0.5701265,0.00053201907,0.12066602
158,725-RL,stress,F,12,241209,268,0.026115723,0.30867773,0.16268644,5.7710782e-05,0.50246245
159,645-L,naive,M,10,240317,1289,0.36164406,0.1579527,0.31009963,0.17030264,9.999998e-07
160,489-3,naive,M,11,220807,528,0.04390398,0.4418356,0.18823524,0.19638571,0.12963954
161,723-0,stress,M,1,241119,372,0.18912469,0.0023056203,0.557902,0.10388175,0.14678597
162,579.1-1,stress,F,9,230714,1635,0.58205026,0.13196729,0.176958,0.1090235,9.999997e-07
163,649-0,naive,F,10,240317,295,0.02099533,0.13505259,0.11619657,0.30328596,0.42446953
164,648-R,stress,F,13,240320,479,0.006297507,0.16024566,0.27342972,0.4687471,0.091280036
165,821-L,naive,M,6,250905,438,0.08454735,9.999998e-07,0.56330234,0.16520582,0.18694352
166,722-0,naive,F,13,241207,682,0.06677937,0.013324769,0.4899764,0.42991847,9.999999e-07
167,821-L,naive,M,14,250917,560,0.057266157,9.999997e-07,0.34378052,0.5668013,0.03215108
168,645-L,naive,M,7,240312,1419,0.22549574,0.27360183,0.4565876,0.044313814,9.999998e-07
169,646-0,stress,M,10,240317,345,0.1071894,0.07748154,0.105512306,0.5188646,0.19095218
170,728-L,naive,M,11,241206,594,0.1592708,0.06806697,0.22475278,0.5476585,0.00025102077
171,578-2,stress,F,8,230715,1000,0.19458696,0.49879706,0.15599509,0.093431935,0.057188958
172,500-2,stress,F,5,220801,1025,0.26196343,0.31549627,0.18104257,0.23267336,0.008824408
173,578-2,stress,F,9,230716,887,0.1576495,0.32934427,0.15443869,0.34003618,0.018531365
174,489-1,naive,M,11,220809,172,0.026857533,0.13037226,0.18725306,0.00338624,0.65213096
175,821-0,naive,M,8,250911,235,0.09406265,0.15952684,0.10016559,0.052648887,0.59359604
176,489-3,naive,M,4,220731,498,0.10142608,0.10678484,0.2574582,0.44352183,0.09080904
177,489-2,naive,M,5,220731,408,0.21281755,0.099894255,0.14729749,0.39148203,0.14850868
178,728-L,naive,M,9,241204,668,0.1955682,0.103769,0.24190353,0.45773527,0.0010240144
179,645-L,naive,M,14,240321,1405,0.39197436,0.12273652,0.30312103,0.18097381,0.0011943689
180,722-RL,naive,F,6,241128,350,0.081846446,0.22530444,0.12776388,0.34386984,0.22121538
181,489-2,naive,M,11,220806,537,0.31112757,0.007423368,0.15283778,0.43096906,0.09764221
182,578-1,stress,F,7,230711,857,0.07914678,0.56802756,0.1790174,0.08546697,0.08834127
183,493-2,naive,F,9,220807,280,0.16900334,0.111760326,0.0012772245,0.3420466,0.37591252
184,648-R,stress,F,10,240317,234,0.003379079,0.010422748,0.10912273,0.47678703,0.40028837
185,822-0,naive,F,11,250912,455,0.051140454,0.26235497,0.14975935,0.45311365,0.083631605
186,501-2,stress,F,6,220803,467,0.21288395,0.24473658,0.09862621,0.26487884,0.17887442
187,579.1-2,naive,F,5,230711,292,0.20384249,0.18982853,0.049832415,0.24978678,0.30670986
188,722-L,naive,F,6,241128,1230,0.3604773,0.37055695,0.17791821,0.009269989,0.081777535
189,728-0,naive,M,1,241120,415,0.08944025,0.28883895,0.11921786,0.27832013,0.22418278
190,500-2,stress,F,3,220730,590,0.09537655,0.23950121,0.31980053,0.28565332,0.059668396
191,644-R,stress,M,7,240312,651,0.039290648,0.2306411,0.32698214,0.3575888,0.04549732
192,645-0,naive,M,1,240228,117,0.1373621,0.092695735,0.3298599,9.999998e-07,0.44008124
193,649-0,naive,F,6,240311,428,0.028015481,0.15128353,0.118761286,0.62983334,0.07210639
194,645-0,naive,M,8,240313,520,0.061576236,0.31849653,0.27210718,0.1914403,0.15637974
195,725-0,stress,M,11,241206,280,0.17410257,0.26407117,0.10352536,0.18226701,0.27603388
196,822-0,naive,F,3,250901,412,0.0043894313,0.21548273,0.29914927,0.29164425,0.18933429
197,644-0,naive,M,9,240317,243,0.29715118,0.045937363,0.14268948,9.999998e-07,0.5142209
198,723-R,stress,M,5,241127,899,0.09668349,0.08819758,0.5657636,0.24935438,9.999997e-07
199,644-0,naive,M,11,240319,167,0.15272453,0.22574247,0.027054459,0.07184815,0.5226304
200,648-0,stress,F,3,240304,423,0.0177525,0.13983347,0.35336384,0.24665551,0.2423947
201,725-L,stress,F,14,241210,238,0.08708275,0.28640726,0.11391183,0.07752654,0.43507168
202,819-L,stress,M,10,250911,487,0.16875592,0.22228266,0.111414164,0.38474578,0.11280152
203,499-3,stress,M,4,220731,496,0.14462477,0.3521596,0.1731687,0.13235824,0.19768876
204,649-0,naive,F,14,240321,355,7.703389e-06,0.11101346,0.121756144,0.758975,0.008247663
205,722-RL,naive,F,2,241120,1290,0.29427642,0.3985271,0.19200696,0.07732455,0.037864864
206,649-0,naive,F,2,240229,826,0.0049951226,0.45085427,0.20784438,0.33630353,2.6261316e-06
207,493-2,naive,F,6,220804,337,0.17051987,0.11854135,0.06996466,0.38095695,0.26001725
208,579.1-1,stress,F,14,230719,2320,0.7379339,0.034191977,0.14797075,0.079902425,9.999997e-07
209,498-2,stress,M,2,220730,313,0.29641804,0.13164082,0.103947975,0.16240983,0.30558333
210,645-L,naive,M,11,240318,1292,0.19222113,0.09661225,0.64215034,0.069015265,9.999994e-07
211,819-R,stress,M,8,250908,1692,0.3294013,0.35224313,0.20721321,0.11114132,9.999995e-07
212,649-0,naive,F,1,240228,649,0.032510225,0.27461275,0.32170618,0.2653182,0.105852544
213,821-R,naive,M,3,250904,275,0.03433772,0.21477509,0.31900078,1.9431525e-05,0.431867
214,578-1,stress,F,4,230706,483,0.096656576,0.11777367,0.54245704,0.07194377,0.17116897
215,493-1,naive,F,6,220803,662,0.1870177,0.21542321,0.27436605,0.24203545,0.08115761
216,728-R,naive,M,3,241126,204,0.045634996,0.23920293,0.14544044,0.13288298,0.43683863
217,493-2,naive,F,11,220809,319,0.1300271,0.099160515,9.999999e-07,0.4664481,0.30436328
218,491-2,naive,F,9,220805,266,0.08398532,0.09836552,0.35259715,0.09984463,0.36520737
219,725-R,stress,F,9,241206,267,0.048487432,0.086371586,0.20020325,0.27785158,0.38708615
220,820-R,stress,F,10,250915,440,0.081587255,0.2492603,0.21070954,0.30001038,0.15843253
221,499-3,stress,M,1,220727,460,0.37869594,0.14415602,0.18530929,0.08114356,0.2106952
222,647-L,stress,M,5,240307,553,0.15789802,0.25185537,0.017175635,0.49616152,0.076909445
223,646-0,stress,M,9,240316,601,0.09285624,0.2612409,0.09393409,0.5519678,9.999999e-07
224,489-1,naive,M,8,220806,204,0.05661343,0.051580112,0.18781821,0.07140865,0.63257957
225,491-2,naive,F,5,220801,498,0.09100847,0.16133298,0.40828735,0.16522078,0.17415039
226,500-1,stress,F,12,220808,877,0.49402723,9.999991e-07,0.1684888,0.33748195,9.999991e-07
227,645-L,naive,M,13,240320,1174,0.19296257,0.14654966,0.5469724,0.11351436,9.999995e-07
228,723-0,stress,M,2,241120,634,0.2118902,0.07571161,0.44068846,0.21342437,0.058285344
229,500-3,stress,F,1,220727,445,0.18916306,0.29998583,0.17288655,0.1378276,0.20013693
230,498-1,stress,M,12,220808,682,0.15451728,0.31534067,0.27324128,0.19207345,0.064827405
231,579.1-1,stress,F,11,230716,2982,0.8411459,2.7797216e-06,0.12800415,0.030846214,9.999997e-07
232,819-L,stress,M,13,250916,534,0.109054975,0.14330617,0.190134,0.5255571,0.031947676
233,499-2,stress,M,7,220804,954,0.07938175,0.57323164,0.15547957,0.1661508,0.025756285
234,579.1-1,stress,F,10,230715,1291,0.2943694,0.27417496,0.19573563,0.235719,9.999998e-07
235,489-2,naive,M,8,220803,236,0.19997337,2.1456835e-06,0.08975461,0.303238,0.40703186
236,728-RL,naive,M,12,241207,708,0.05214006,0.17293331,0.3916062,0.3833194,9.999995e-07
237,499-1,stress,M,1,220726,415,0.20576921,0.34861585,0.15389723,0.09613547,0.1955823
238,501-2,stress,F,11,220808,1429,0.36408603,0.24050866,0.23562752,0.15977675,9.999995e-07
239,578-2,stress,F,4,230711,340,0.20612633,0.30344486,0.09769854,0.2189958,0.17373447
240,822-L,naive,F,13,250916,452,0.029540185,0.16898537,0.16172944,0.49164182,0.14810318
241,648-0,stress,F,5,240307,634,0.057028107,0.19855532,0.3781584,0.29725778,0.069000386
242,579.1-1,stress,F,4,230707,647,0.2109803,0.40495914,0.056751467,0.21969275,0.107616365
243,647-L,stress,M,11,240318,931,0.12193758,0.2894684,0.30707517,0.28151783,9.999995e-07
244,820-0,stress,F,2,250828,165,0.15966062,0.2055363,0.1551969,0.049775504,0.42983064
245,722-0,naive,F,9,241203,330,0.15025793,5.014685e-06,0.3425775,0.24783494,0.25932464
246,579-1,stress,F,7,230712,1094,0.06504839,0.7140731,0.12041342,0.019167338,0.081297755
247,498-3,stress,M,10,220807,439,0.11850967,0.30974674,0.104681246,0.27278903,0.19427332
248,725-L,stress,F,13,241209,228,0.10157371,0.30084875,0.13095643,0.09806021,0.36856088
249,725-0,stress,M,8,241203,236,0.13745682,0.21245226,0.05879313,0.22481997,0.36647782
250,821-R,naive,M,13,250918,514,0.028218133,0.29514685,0.24586049,0.30557042,0.12520412
251,491-2,naive,F,1,220727,110,0.13661894,0.0057508224,0.12433104,0.0804954,0.6528038
252,821-R,naive,M,10,250915,526,0.035925455,0.41339526,0.19354118,0.18879822,0.16833985
253,580-1,stress,M,7,230711,406,0.04624953,0.20819837,0.43968803,9.999999e-07,0.30586305
254,580.1-1,naive,M,6,230713,626,0.058175698,0.40680876,0.24322179,0.15323938,0.13855433
255,499-2,stress,M,3,220731,152,0.06147893,0.045318354,0.3813871,9.999998e-07,0.51181453
256,821-0,naive,M,7,250910,179,0.12455631,0.14102893,0.023354359,0.10794482,0.60311556
257,645-R,naive,M,10,240317,720,0.00254149,0.3484188,0.12891474,0.520124,9.999997e-07
258,489-1,naive,M,4,220802,933,0.16599916,0.49419206,0.13181017,0.14732082,0.06067776
259,821-R,naive,M,4,250905,400,0.104858704,0.2508082,0.1130089,0.2651413,0.26618287
260,723-L,stress,M,8,241130,337,0.014361166,0.40453213,0.056133237,0.12762271,0.3973508
261,648-L,stress,F,3,240304,380,0.011153303,0.30477583,0.12394128,0.30070013,0.25942948
262,649-R,naive,F,1,240228,300,0.034453977,0.22776459,0.40564227,0.0702362,0.261903
263,491-1,naive,F,3,220731,201,0.30631694,0.042527597,0.074605,1.0486607e-06,0.5765495
264,580-1,stress,M,9,230714,603,0.06382789,0.13047622,0.114849895,0.690845,9.999999e-07
265,501-1,stress,F,8,220804,399,0.14702149,0.021722065,0.17689118,0.5299743,0.12439095
266,579-1,stress,F,11,230716,1470,0.22575144,0.64282906,0.035546817,0.0551575,0.04071521
267,491-1,naive,F,9,220806,133,0.1659833,0.024196664,0.082879245,9.999998e-07,0.72693974
268,821-0,naive,M,14,250919,285,0.11771675,0.18010585,9.999998e-07,0.15343007,0.5487463
269,579-1,stress,F,8,230713,697,0.049590796,0.6242835,0.13505305,0.07557694,0.115495756
270,723-R,stress,M,1,241119,518,0.11080194,0.27306476,0.2657284,0.2491516,0.10125325
271,819-R,stress,M,7,250905,1530,0.21284756,0.49016452,0.22248079,0.07450606,9.999997e-07
272,499-1,stress,M,2,220727,289,0.24585268,0.12942797,0.08075117,0.11191042,0.43205777
273,725-R,stress,F,5,241130,177,0.013222634,0.0749223,0.026437584,0.32468194,0.5607355
274,728-0,naive,M,9,241204,198,0.06115085,0.05882641,0.194596,0.128527,0.5568997
275,725-0,stress,M,3,241126,618,0.12565537,0.5607201,0.07568645,0.12162128,0.11631688
276,493-1,naive,F,4,220801,977,0.18024974,0.3807557,0.25960794,0.14225872,0.037127998
277,819-L,stress,M,9,250910,325,0.119274125,0.14772709,0.026052305,0.2579423,0.44900417
278,646-L,stress,M,12,240319,602,0.08138379,0.115669414,0.32630453,0.44666266,0.029979583
279,820-R,stress,F,1,250901,115,0.09318153,0.16465683,0.085536994,9.999999e-07,0.65662366
280,499-1,stress,M,7,220802,588,0.22164328,0.080461234,0.19758752,0.4584385,0.0418695
281,498-3,stress,M,6,220803,583,0.082054496,0.3677792,0.18646322,0.24617834,0.11752475
282,644-L,stress,M,1,240311,448,0.108202346,9.999995e-07,0.61420834,0.07595968,0.2016286
283,499-1,stress,M,8,220803,587,0.33457407,0.031652745,0.11663705,0.49090242,0.026233703
284,723-R,stress,M,4,241126,397,0.14870521,0.24171413,0.09795992,0.31694686,0.19467387
