Estimate,Est.Error,Q2.5,Q97.5,coefficient,component
0.041782360973196465,0.2677681841623412,-0.4873306792601887,0.5605529160142003,mupi1_groupstress,"pi_1 (fast check, 0.84s)"
0.005852526270082329,0.19483307230674535,-0.3781025645524567,0.3912683200771424,mupi2_groupstress,"pi_2 (within-bout, 2.27s)"
0.012336866224565559,0.21776132158683117,-0.4084651776215641,0.4383617340028277,mupi3_groupstress,"pi_3 (between-bout, 6.80s)"
-0.616983594372646,0.26291218018615314,-1.1307984324720648,-0.10128410963165707,mupi4_groupstress,"pi_4 (disengaged, 21.19s)"
